Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0480017H;Collège Odilon-Barrot;Collège;Public;Route de Palhères;;;48800;48198;Villefort;048;11;76;;;0;0;0;04 66 46 80 27;04 66 46 85 37;https://odilon-barrot.mon-ent-occitanie.fr/presentation-du-college/;ce.0480017h@ac-montpellier.fr;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;19480017300016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15380;44.4409467285234, 3.927059949019333;SANS OBJET;Lozère;Montpellier;Occitanie;773779.1;6371755.1;EPSG:2154;;44.4409467285234;3.927059949019333;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0480017H;;;;048001;FLORAC;11101;LOZERE
0311846N;Collège Vincent Auriol;Collège;Public;36 route de Sorèze;;;31250;31451;Revel;031;16;76;;;0;0;0;05 34 66 69 40;05 34 66 69 59;https://vincent-auriol.ecollege.haute-garonne.fr/;0311846n@ac-toulouse.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;19311846000016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.950;43.45632273091601, 2.011653138718951;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;619974.3;6262414.5;EPSG:2154;;43.45632273091601;2.011653138718951;Numéro de rue;1977-03-09;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0311690U;;;;;;16128;TOULOUSE EST
0301721H;Collège Jean-Louis Trintignant;Collège;Public;Quartier du Mayac Route de St Am;;;30700;30334;Uzès;030;11;76;;;0;0;0;04 66 02 93 20;04 66 22 52 79;http://www.clg-trintignant-uzes.ac-montpellier.fr/;ce.0301721h@ac-montpellier.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19301334900017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16941;44.028519592034264, 4.414770354406607;SANS OBJET;Gard;Montpellier;Occitanie;813410.5;6326518.0;EPSG:2154;;44.028519592034264;4.414770354406607;Numéro de rue;2003-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0301721H;;;;030005;LES PONTS DU GARD;11115;GARD NORD-EST
0110049U;Collège privé Institution Sévigné;Collège;Privé;1 rue du Capitole;;;11100;11262;Narbonne;011;11;76;;;0;0;0;04 68 32 80 90;04 68 32 76 98;http://www.institutionsevigne.net;sevigne.admin@wanadoo.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;97645027000013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6758;43.18636611567385, 3.00404049574474;CONTRAT D'ASSOCIATION TOUTES CLASSES;Aude;Montpellier;Occitanie;700328.7;6231904.5;EPSG:2154;;43.18636611567385;3.00404049574474;Numéro de rue;1967-01-16;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;0110023R;;;;011005;LITTORAL;11021;NARBONNE
0820684Y;Collège Jean Jaurès;Collège;Public;9 rue Jules Ferry;BP 101;;82000;82121;Montauban;082;16;76;;;0;0;0;05 63 22 21 00;05 63 22 21 01;https://jean-jaures.mon-ent-occitanie.fr/;0820684y@ac-toulouse.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;19820684900012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2574;44.01534610259315, 1.3456697939083682;SANS OBJET;Tarn-et-Garonne;Toulouse;Occitanie;567357.9;6325427.8;EPSG:2154;;44.01534610259315;1.3456697939083682;Numéro de rue;1972-03-07;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0820684Y;;;;;;16120;MONTAUBAN/CAUSSADE
0320012P;Collège Hubert Reeves;Collège;Public;Parc Cazes;BP 34;;32500;32132;Fleurance;032;16;76;;;0;0;0;05 62 06 12 53;05 62 64 02 19;https://hubert-reeves.mon-ent-occitanie.fr/;0320012p@ac-toulouse.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19320012800018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.774;43.85151802286347, 0.6577405367750948;SANS OBJET;Gers;Toulouse;Occitanie;511674.5;6308627.6;EPSG:2154;;43.85151802286347;0.6577405367750948;Rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0320012P;;;;;;16113;CONDOM
0340109J;Collège les Garrigues;Collège;Public;145 avenue du Comté de Nice;BP 7270;;34085;34172;Montpellier;034;11;76;;;0;0;0;04 67 10 73 00;04 67 10 73 04;http://www.clg-lesgarrigues-montpellier.ac-montpellier.fr/;ce.0340109j@ac-montpellier.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;1;19340109800010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6044;43.64264400980377, 3.817089710403796;SANS OBJET;Hérault;Montpellier;Occitanie;765945.4;6282963.4;EPSG:2154;;43.64264400980377;3.817089710403796;Numéro de rue;1977-03-14;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0340109J;;;;034008;MONTARNAUD;11120;MONTPELLIER NORD
0300037C;Collège Jean Vilar;Collège;Public;Avenue de Sabatot;;;30800;30258;Saint-Gilles;030;11;76;;;0;0;0;04 66 87 31 27;04 66 87 00 97;http://clg-vilar-stgilles.ac-montpellier.fr/;ce.0300037c@ac-montpellier.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;REP;1;19300037900019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10988;43.685516150351695, 4.434667601331774;SANS OBJET;Gard;Montpellier;Occitanie;815697.8;6288437.9;EPSG:2154;;43.685516150351695;4.434667601331774;Rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0300037C;;;;030005;LES PONTS DU GARD;11118;GARD SUD-OUEST
0810052S;Collège Honoré de Balzac;Collège;Public;27 rue Saint Antoine;;;81000;81004;Albi;081;16;76;;;0;0;0;05 63 48 16 16;05 63 48 16 21;https://honore-de-balzac-albi.mon-ent-occitanie.fr/;0810052s@ac-toulouse.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19810052100014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8071;43.925443622295745, 2.1495906071920903;SANS OBJET;Tarn;Toulouse;Occitanie;631704.0;6314416.6;EPSG:2154;;43.925443622295745;2.1495906071920903;Numéro de rue;1966-10-20;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0810052S;;;;;;16117;ALBI
0660480N;Collège Jean Moulin;Collège;Public;Rue des Ecoles;;;66150;66009;Arles-sur-Tech;066;11;76;;;0;0;0;04 68 87 80 90;04 68 87 80 94;http://www.clg-moulin-arlessurtech.ac-montpellier.fr;ce.0660480n@ac-montpellier.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19660480500016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12601;42.45675375132754, 2.632062601132513;SANS OBJET;Pyrénées-Orientales;Montpellier;Occitanie;669689.8;6150834.7;EPSG:2154;;42.45675375132754;2.632062601132513;Rue;1970-02-09;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0660480N;;;;066002;CERET;11111;CERET
0311266H;Collège Jean Jaurès;Collège;Public;Place Clémence Isaure;BP 22508;;31325;31113;Castanet-Tolosan;031;16;76;;;0;0;0;05 62 71 97 60;05 62 71 97 61;http://jean-jaures-castanet.ecollege.haute-garonne.fr/;0311266h@ac-toulouse.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;19311266100015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2715;43.51692806157243, 1.5069601651014906;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;579241.1;6269791.6;EPSG:2154;;43.51692806157243;1.5069601651014906;Numéro de rue;1969-03-20;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0311633G;;;;;;16128;TOULOUSE EST
0650885J;Lycée polyvalent privé Notre-Dame de Garaison;Lycée;Privé;2 route du Cier Garaison;;;65670;65315;Monléon-Magnoac;065;16;76;;;1;1;1;05 62 99 49 00;05 62 99 45 50;http://www.garaison.com;garaison@wanadoo.fr;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;;0;77714202700021;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6324;43.221802000800714, 0.5062284157453536;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hautes-Pyrénées;Toulouse;Occitanie;497286.3;6239045.3;EPSG:2154;;43.221802000800714;0.5062284157453536;Rue;1980-09-18;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;30;0650084N;;;;;;16106;COMMINGES
0660077A;Lycée privé polyvalent Sainte-Louise de Marillac;Lycée;Privé;68 avenue Victor Dalbiez;;;66000;66136;Perpignan;066;11;76;;;0;1;1;04 68 55 50 05;04 68 55 46 50;http://www.marillac.fr/;contact@lpmarillac.fr;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;;0;77618818700020;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7173;42.68642815793932, 2.8818895641942133;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pyrénées-Orientales;Montpellier;Occitanie;690308.4;6176319.4;EPSG:2154;;42.68642815793932;2.8818895641942133;Numéro de rue;1967-03-25;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;30;0660077A;;;;066004;PERPIGNAN;11122;PERPIGNAN CENTRE
0650029D;Lycée polyvalent Reffye;Lycée;Public;76 avenue Joffre;;;65000;65440;Tarbes;065;16;76;;;0;0;1;05 62 34 21 40;05 62 93 69 55;http://reffye.mon-ent-occitanie.fr;0650029D@ac-toulouse.fr;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;;1;19650029200012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1999;43.239281848010954, 0.06437189698599446;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;461456.2;6242222.0;EPSG:2154;;43.239281848010954;0.06437189698599446;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0650088T;;;;;;16115;TARBES / VIC-EN-BIGORRE
0820551D;Campus Saint-Lubin Apprentis d'Auteuil;Lycée;Privé;38 avenue des Tourondes;;;82300;82037;Caussade;082;16;76;;;0;0;1;05 54 06 10 00;;https://saint-lubin.apprentis-auteuil.org/;contact-stlubin@apprentis-auteuil.org;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;77568879902181;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4623;44.152133605477346, 1.5300879580716866;CONTRAT ASSOCIATION PARTIE DES CLASSES;Tarn-et-Garonne;Toulouse;Occitanie;582425.4;6340330.7;EPSG:2154;;44.152133605477346;1.5300879580716866;Numéro de rue;1970-04-09;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;31;0820048G;;;;;;16120;MONTAUBAN/CAUSSADE
0820678S;Collège Sainte-Claire;Collège;Privé;12 route de Bordeaux;;;82170;82048;Dieupentale;082;16;76;;;0;0;0;05 63 04 50 16;;https://sainteclaire.apprentis-auteuil.org;ce.0820678s@ac-toulouse.fr;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;77568879902173;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12494;43.86553015489627, 1.2675297413849942;CONTRAT ASSOCIATION PARTIE DES CLASSES;Tarn-et-Garonne;Toulouse;Occitanie;560728.5;6308919.2;EPSG:2154;;43.86553015489627;1.2675297413849942;Rue;1971-11-15;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;31;0820047F;;;;;;16121;CASTELSARRASIN / MOISSAC
0810071M;Lycée général privé Barral;Lycée;Privé;113 rue Marcel Briguiboul;;;81100;81065;Castres;081;16;76;;;1;0;0;05 63 59 05 49;05 63 59 06 00;http://www.barralcastres.org;lycee.barral.81@wanadoo.fr;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;;0;77721074100016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1380;43.59573432656668, 2.23492578450883;CONTRAT D'ASSOCIATION TOUTES CLASSES;Tarn;Toulouse;Occitanie;638202.0;6277708.1;EPSG:2154;;43.59573432656668;2.23492578450883;Rue;1967-03-15;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;302;LYCEE D ENSEIGNEMENT GENERAL;30;0810088F;;;;;;16118;CASTRES / MAZAMET
0650036L;Collège du Val d'Arros;Collège;Public;Chemin de l'Arros;;;65190;65447;Tournay;065;16;76;;;0;0;0;05 62 35 71 85;05 62 35 24 35;https://val-arros.mon-ent-occitanie.fr/;0650036l@ac-toulouse.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19650036700012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.773;43.18534909975496, 0.242120565363803;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;475684.3;6235709.1;EPSG:2154;Circonscription TARBES ASH SEMEAC;43.18534909975496;0.242120565363803;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0650037M;;;0651045H;;;16115;TARBES / VIC-EN-BIGORRE
0311263E;Collège du Bois de la Barthe;Collège;Public;Avenue du Bois de Labarthe;BP 15;;31820;31417;Pibrac;031;16;76;;;0;0;0;05 62 13 04 30;05 62 13 04 32;http://bois-de-la-barthe.ecollege.haute-garonne.fr/;0311263e@ac-toulouse.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;19311263800013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2751;43.61783162396633, 1.2757502635596019;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;560788.2;6281384.6;EPSG:2154;;43.61783162396633;1.2757502635596019;Numéro de rue;1969-03-20;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0312337X;;;;;;16127;TOULOUSE NORD-OUEST
0820713E;Collège Pierre Flamens;Collège;Public;10 rue Joseph Flamens;BP 95;;82100;82033;Castelsarrasin;082;16;76;;;0;0;0;05 63 32 31 04;05 63 32 64 36;https://pierre-flamens.mon-ent-occitanie.fr/;0820713e@ac-toulouse.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19820713600013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3048;44.038257607474854, 1.1132634084966544;SANS OBJET;Tarn-et-Garonne;Toulouse;Occitanie;548788.0;6328390.6;EPSG:2154;;44.038257607474854;1.1132634084966544;Numéro de rue;1976-02-20;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0820713E;;;;;;16121;CASTELSARRASIN / MOISSAC
0120105Z;Lycée professionnel privé Jeanne d'Arc;Lycée;Privé;3 place du Mandarous;BP 412;;12104;12145;Millau;012;16;76;;;0;0;1;05 65 60 64 00;05 65 60 97 83;http://www.jeannedarcmillau.fr;jeannedarc.millau@gmail.com;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;77672253000040;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4543;44.099683711604264, 3.078134373296811;CONTRAT D'ASSOCIATION TOUTES CLASSES;Aveyron;Toulouse;Occitanie;706255.9;6333412.0;EPSG:2154;;44.099683711604264;3.078134373296811;Numéro de rue;1967-12-19;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;30;0120878P;;;;;;16105;MILLAU / SAINT-AFFRIQUE
0110677B;Lycée général et technologique agricole Pierre-Paul Riquet;Lycée;Public;935 avenue du Docteur Laënnec;BP 1101;;11491;11076;Castelnaudary;011;11;76;;;0;0;1;04 68 94 59 00;04 68 94 59 19;https://campus-agricole-castelnaudary.fr/;legta.castelnaudary@educagri.fr;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;;0;19110677200012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13054;43.30272689055883, 1.9389794566850833;SANS OBJET;Aude;Montpellier;Occitanie;613860.9;6245419.0;EPSG:2154;;43.30272689055883;1.9389794566850833;Numéro de rue;1968-12-04;2024-11-26;OUVERT;AGRICULTURE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;;;;;;;11011;CARCASSONNE
0460010L;Lycée général et technologique Champollion;Lycée;Public;13 avenue Fernand Pezet;BP 213;;46106;46102;Figeac;046;16;76;;;1;1;0;05 65 34 27 91;05 65 50 03 33;https://champollion.mon-ent-occitanie.fr;0460010l@ac-toulouse.fr;1;1;0;1;0;0;0;0;1;0;1;0;0;0;1;;1;19460010200017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8427;44.60889878968034, 2.0274603130997293;SANS OBJET;Lot;Toulouse;Occitanie;622831.4;6390453.9;EPSG:2154;;44.60889878968034;2.0274603130997293;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0460054J;;;;;;16124;LOT EST
0300125Y;Lycée privé polyvalent de la Salle;Lycée;Privé;17 place Henri Barbusse;BP 50319;;30106;30007;Alès;030;11;76;;;1;1;1;04 66 56 24 25;04 66 56 24 30;http://www.lyceedelasalle.com/lycee;lyceedelasalle@wanadoo.fr;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;;0;77584892200032;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3579;44.122787041997576, 4.081269618550759;CONTRAT D'ASSOCIATION TOUTES CLASSES;Gard;Montpellier;Occitanie;786535.0;6336568.3;EPSG:2154;;44.122787041997576;4.081269618550759;Numéro de rue;1967-03-09;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;30;0300002P;;;;030001;CEVENNES GARDOISES GABRIELLE BASTIDE;11116;GARD NORD-OUEST
0660059F;Lycée privé Notre-Dame du Bon Secours;Lycée;Privé;39 avenue Julien Panchot;;;66028;66136;Perpignan;066;11;76;;;1;1;0;04 68 56 57 76;04 68 56 82 52;http://www.bonsecours66.com;contact@bonsecours66.com;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;;0;57420065500011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5181;42.69158732637405, 2.882865110383504;CONTRAT ASSOCIATION PARTIE DES CLASSES;Pyrénées-Orientales;Montpellier;Occitanie;690389.3;6176893.1;EPSG:2154;;42.69158732637405;2.882865110383504;Numéro de rue;1967-03-20;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;31;0660077A;;;;066004;PERPIGNAN;11122;PERPIGNAN CENTRE
0320563N;Collège Sadi Carnot;Collège;Public;Chemin de la Réthourie;BP 388;;32008;32013;Auch;032;16;76;;;0;0;0;05 62 61 92 00;05 62 05 78 40;https://carnot.mon-ent-occitanie.fr/;0320563n@ac-toulouse.fr;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19320563000018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1997;43.64369144569154, 0.5976098402092878;SANS OBJET;Gers;Toulouse;Occitanie;506138.7;6285687.9;EPSG:2154;;43.64369144569154;0.5976098402092878;Numéro de rue;1971-03-02;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0320563N;;;;;;16112;AUCH
0310091F;Lycée professionnel Stéphane Hessel;Lycée;Public;44 chemin Cassaing;BP 55205;;31079;31555;Toulouse;031;16;76;;;0;0;1;05 34 25 52 55;05 34 25 52 72;https://stephane-hessel.mon-ent-occitanie.fr;0310091f@ac-toulouse.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;;0;19310091400012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5935;43.61595809445452, 1.4773300011267958;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;577057.1;6280841.8;EPSG:2154;;43.61595809445452;1.4773300011267958;Numéro de rue;1965-07-15;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0311264F;;;;;;16110;TOULOUSE NORD
0120022J;Lycée général Ferdinand Foch;Lycée;Public;1 rue Vieussens;;;12000;12202;Rodez;012;16;76;;;1;0;0;05 65 73 08 60;05 65 68 48 79;https://ferdinand-foch.mon-ent-occitanie.fr;0120022j@ac-toulouse.fr;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;;0;19120022900018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8617;44.34964343485163, 2.559919500315567;SANS OBJET;Aveyron;Toulouse;Occitanie;664919.5;6361276.9;EPSG:2154;;44.34964343485163;2.559919500315567;Rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;302;LYCEE D ENSEIGNEMENT GENERAL;99;0121273U;;;;;;16104;RODEZ
0341001D;Lycée professionnel agricole Honoré de Balzac;Lycée;Public;Avenue de la Galine;BP 47;;34172;34057;Castelnau-le-Lez;034;11;76;;;0;1;1;04 99 58 36 58;04 99 58 36 59;http://www.hdebalzac.fr/;lpa.castelnau-le-lez@educagri.fr;1;1;0;1;0;0;0;0;0;0;1;1;0;0;1;;1;19341001600011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4220;43.63061713290374, 3.8995595482808967;SANS OBJET;Hérault;Montpellier;Occitanie;772616.3;6281699.2;EPSG:2154;;43.63061713290374;3.8995595482808967;Numéro de rue;1969-02-17;2024-11-26;OUVERT;AGRICULTURE;0;0;;320;LYCEE PROFESSIONNEL;99;;;;;;;11124;PIC SAINT LOUP
0120068J;Collège Saint-Louis;Collège;Privé;14 rue du Sergent Goulesque;BP 4;;12170;12197;Réquista;012;16;76;;;0;0;0;05 65 74 01 13;05 65 74 58 75;https://www.saintlouis-requista.fr/;0120068j@ac-toulouse.fr;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;77673265300014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1043;44.031243755477945, 2.533989792931429;CONTRAT D'ASSOCIATION TOUTES CLASSES;Aveyron;Toulouse;Occitanie;662643.8;6325914.9;EPSG:2154;;44.031243755477945;2.533989792931429;Numéro de rue;1967-05-19;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;0120019F;;;;;;16104;RODEZ
0301654K;Lycée polyvalent Geneviève de Gaulle-Anthonioz;Lycée;Public;43 rue du Moulin;;;30540;30169;Milhaud;030;11;76;;;1;1;1;04 66 74 62 10;04 66 74 62 11;https://genevieve-de-gaulle-anthonioz.mon-ent-occitanie.fr/;ce.0301654k@ac-montpellier.fr;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1;;1;19301330700015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11238;43.785826943924405, 4.309629792019576;SANS OBJET;Gard;Montpellier;Occitanie;805430.3;6299408.7;EPSG:2154;;43.785826943924405;4.309629792019576;Numéro de rue;2001-07-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0301654K;;;;030006;NIMES - PETITE CAMARGUE;11118;GARD SUD-OUEST
0650022W;Collège Beaulieu;Collège;Public;22 avenue des Sports;;;65150;65389;Saint-Laurent-de-Neste;065;16;76;;;0;0;0;05 62 39 71 52;05 62 39 74 73;https://beaulieu.mon-ent-occitanie.fr/;0650022w@ac-toulouse.fr;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;19650022700018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7644;43.07515041662363, 0.4839400896220272;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;494955.7;6222806.6;EPSG:2154;;43.07515041662363;0.4839400896220272;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0650017R;;;;;;16116;BAGNERES-DE-BIGORRE / LOURDES
0320019X;Collège Aretha Franklin;Collège;Public;Chemin de Ronde;;;32230;32233;Marciac;032;16;76;;;0;0;0;05 62 58 67 30;05 62 08 20 26;https://aretha-franklin.mon-ent-occitanie.fr/;0320019x@ac-toulouse.fr;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19320019300012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9784;43.52243445332976, 0.15746187772772768;SANS OBJET;Gers;Toulouse;Occitanie;470150.0;6273399.5;EPSG:2154;;43.52243445332976;0.15746187772772768;Numéro de rue;1982-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0320028G;;;;;;16112;AUCH
0121309H;Lycée professionnel privé Saint-Joseph;Lycée;Privé;11 rue des frères de Turenne;;;12000;12202;Rodez;012;16;76;;;0;0;1;05 65 77 14 80;;http://www.querbes.net;lycee@querbes.net;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;39945558300019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12366;44.34754905013974, 2.5779208650836614;CONTRAT D'ASSOCIATION TOUTES CLASSES;Aveyron;Toulouse;Occitanie;666353.2;6361036.4;EPSG:2154;;44.34754905013974;2.5779208650836614;Numéro de rue;1980-06-24;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;30;0121273U;;;;;;16104;RODEZ
